sampleID	slice	medium	dilution	counts	manually_ex	auto_ex	used_counts	ex2	real_counts	real_counts_zero	log_counts	underestimation	undest_logcounts	ex3
B1	1	BR	1	8		0	8	0	240	240	2.380211242	0	2.380211242	0
B1	1	BR	2	0		0		x				0		x
B1	1	MRS	3	2		0	2	0	2000	2000	3.301029996	0	3.301029996	0
B1	1	MRS	4	0		0		x				0		x
B1	1	MRS	5	0		0		x				0		x
B1	1	MRS	6	0		0		x				0		x
B1	1	PCA	3	15		0	15	0	15000	15000	4.176091259	0	4.176091259	0
B1	1	PCA	4	1		0		x				0		x
B1	1	PCA	5	0		0		x				0		x
B1	1	PCA	6	0		0		x				0		x
B1	1	RCM	1	5		0	5	0	150	150	2.176091259	0	2.176091259	0
B1	1	VRBD	1	0		0	0	0	0	1	0	0	0	0
B1	1	VRBD	2	0		0		x				0		x
B1	1	VRBD	3	0		0		x				0		x
B1	1	YGC25	1	7		0	7	0	210	210	2.322219295	0	2.322219295	0
B1	1	YGC25	2	4		0		x				0		x
B1	1	YGC4	1	4		0	4	0	120	120	2.079181246	0	2.079181246	0
B1	1	YGC4	2	4		0		x				0		x
B1	2	BR	1	8		0	8	0	240	240	2.380211242	0	2.380211242	0
B1	2	BR	2	0		0		x				0		x
B1	2	MRS	2	71		0	71	0	7100	7100	3.851258349	0	3.851258349	0
B1	2	MRS	3	0		0		x				0		x
B1	2	PCA	2	127		0	127	0	12700	12700	4.103803721	0	4.103803721	0
B1	2	PCA	3	16		0	16	0	16000	16000	4.204119983	0	4.204119983	0
B1	2	RCM	1	120		0	120	0	3600	3600	3.556302501	0	3.556302501	0
B1	2	VRBD	1	7		0	7	0	210	210	2.322219295	0	2.322219295	0
B1	2	VRBD	2	1		0		x				0		x
B1	2	YGC25	1	12		0	12	0	360	360	2.556302501	0	2.556302501	0
B1	2	YGC25	2	4		0		x				0		x
B1	2	YGC4	1	14		0	14	0	420	420	2.62324929	0	2.62324929	0
B1	2	YGC4	2	1		0		x				0		x
B1	3	BR	1	12		0	12	0	360	360	2.556302501	0	2.556302501	0
B1	3	BR	2	8		0		x				0		x
B1	3	MRS	3	254		0	254	0	254000	254000	5.404833717	0	5.404833717	0
B1	3	MRS	4	32		0	32	0	320000	320000	5.505149978	0	5.505149978	0
B1	3	MRS	5	3		0		x				0		x
B1	3	PCA	3	214		0	214	0	214000	214000	5.330413773	0	5.330413773	0
B1	3	PCA	4	23		0	23	0	230000	230000	5.361727836	0	5.361727836	0
B1	3	PCA	5	0		0		x				0		x
B1	3	RCM	2	300		x	300	x				1	4.477121255	0
B1	3	VRBD	1	92		0	92	0	2760	2760	3.440909082	0	3.440909082	0
B1	3	VRBD	2	36		0	36	0	3600	3600	3.556302501	0	3.556302501	0
B1	3	VRBD	3	0		0		x				0		x
B1	3	YGC25	1	32		0	32	0	960	960	2.982271233	0	2.982271233	0
B1	3	YGC25	2	8		0		x				0		x
B1	3	YGC4	1	25		0	25	0	750	750	2.875061263	0	2.875061263	0
B1	3	YGC4	2	6		0		x				0		x
B1	4	BR	1	113		0	113	0	3390	3390	3.530199698	0	3.530199698	0
B1	4	BR	2	38		0	38	0	3800	3800	3.579783597	0	3.579783597	0
B1	4	MRS	4	300		x	300	x				0		x
B1	4	MRS	5	53		0	53	0	5300000	5300000	6.72427587	0	6.72427587	0
B1	4	MRS	6	12		0	12	0	12000000	12000000	7.079181246	0	7.079181246	0
B1	4	PCA	4	300		x	300	x				0		x
B1	4	PCA	5	39		0	39	0	3900000	3900000	6.591064607	0	6.591064607	0
B1	4	PCA	6	7		0		x				0		x
B1	4	RCM	3	300		x	300	x				1	5.477121255	0
B1	4	VRBD	1	7		0	7	0	210	210	2.322219295	0	2.322219295	0
B1	4	VRBD	2	1		0		x				0		x
B1	4	VRBD	3	0		0		x				0		x
B1	4	YGC25	1	123		0	123	0	3690	3690	3.567026366	0	3.567026366	0
B1	4	YGC25	2	39		0	39	0	3900	3900	3.591064607	0	3.591064607	0
B1	4	YGC4	1	300		x	300	x				0		x
B1	4	YGC4	2		x	x		x				0		x
B1	5	BR	2	154		0	154	0	15400	15400	4.187520721	0	4.187520721	0
B1	5	BR	3	19		0	19	0	19000	19000	4.278753601	0	4.278753601	0
B1	5	MRS	5	179		0	179	0	17900000	17900000	7.252853031	0	7.252853031	0
B1	5	MRS	6	18		0	18	0	18000000	18000000	7.255272505	0	7.255272505	0
B1	5	MRS	7	2		0		x				0		x
B1	5	PCA	5	179		0	179	0	17900000	17900000	7.252853031	0	7.252853031	0
B1	5	PCA	6	23		0	23	0	23000000	23000000	7.361727836	0	7.361727836	0
B1	5	PCA	7	3		0		x				0		x
B1	5	VRBD	2	300		x	300	x				0		x
B1	5	VRBD	3	170		0	170	0	170000	170000	5.230448921	0	5.230448921	0
B1	5	VRBD	4	6		0		x				0		x
B1	5	YGC25	2	127		0	127	0	12700	12700	4.103803721	0	4.103803721	0
B1	5	YGC25	3	10		0	10	0	10000	10000	4	0	4	0
B1	5	YGC4	2		x	x	0	x				0		x
B1	5	YGC4	3		x	x		x				0		x
B1	6	BR	3	18		0	18	0	18000	18000	4.255272505	0	4.255272505	0
B1	6	BR	4	2		0		x				0		x
B1	6	MRS	6	26		0	26	0	26000000	26000000	7.414973348	0	7.414973348	0
B1	6	MRS	7	3		0		x				0		x
B1	6	MRS	8	0		0		x				0		x
B1	6	PCA	6	13		0	13	0	13000000	13000000	7.113943352	0	7.113943352	0
B1	6	PCA	7	0		0		x				0		x
B1	6	PCA	8	0		0		x				0		x
B1	6	VRBD	3	300		x	300	x				0		x
B1	6	VRBD	4	27		0	27	0	270000	270000	5.431363764	0	5.431363764	0
B1	6	VRBD	5	1		0		x				0		x
B1	6	YGC25	3	30		0	30	0	30000	30000	4.477121255	0	4.477121255	0
B1	6	YGC25	4	3		0		x				0		x
B1	6	YGC4	3	35		0	35	0	35000	35000	4.544068044	0	4.544068044	0
B1	6	YGC4	4	3		0		x				0		x
B1	7	BR	3	68		0	68	0	68000	68000	4.832508913	0	4.832508913	0
B1	7	BR	4	11		0	11	0	110000	110000	5.041392685	0	5.041392685	0
B1	7	MRS	5	300		x	300	x				0		x
B1	7	MRS	6	62		0	62	0	62000000	62000000	7.792391689	0	7.792391689	0
B1	7	MRS	7	10		0	10	0	100000000	100000000	8	0	8	0
B1	7	PCA	5	263		0	263	0	26300000	26300000	7.419955748	0	7.419955748	0
B1	7	PCA	6	40		0	40	0	40000000	40000000	7.602059991	0	7.602059991	0
B1	7	PCA	7	1		0		x				0		x
B1	7	VRBD	3	90		0	90	0	90000	90000	4.954242509	0	4.954242509	0
B1	7	VRBD	4	5		0		x				0		x
B1	7	VRBD	5	0		0		x				0		x
B1	7	YGC25	3	119		0	119	0	119000	119000	5.075546961	0	5.075546961	0
B1	7	YGC25	4	9		0		x				0		x
B1	7	YGC4	3	300		x	300	x				0		x
B1	7	YGC4	4	74		0	74	0	740000	740000	5.86923172	0	5.86923172	0
B1	8	BR	3	10		0	10	0	10000	10000	4	0	4	0
B1	8	BR	4	1		0		x				0		x
B1	8	MRS	6	21		0	21	0	21000000	21000000	7.322219295	0	7.322219295	0
B1	8	MRS	7	0		0		x				0		x
B1	8	MRS	8	0		0		x				0		x
B1	8	PCA	6	18		0	18	0	18000000	18000000	7.255272505	0	7.255272505	0
B1	8	PCA	7	2		0		x				0		x
B1	8	PCA	8	0		0		x				0		x
B1	8	VRBD	2	0	x	x	0	x				0		x
B1	8	VRBD	3	0	x	x		x				0		x
B1	8	VRBD	4	0	x	x		x				0		x
B1	8	YGC25	3	8		0	8	0	8000	8000	3.903089987	0	3.903089987	0
B1	8	YGC25	4	2		0		x				0		x
B1	8	YGC4	3	8		0	8	0	8000	8000	3.903089987	0	3.903089987	0
B1	8	YGC4	4	2		0		x				0		x
B2	1	BR	1	22		0	22	0	660	660	2.819543936	0	2.819543936	0
B2	1	BR	2	4		0		x				0		x
B2	1	MRS	3	3		0	3	0	3000	3000	3.477121255	0	3.477121255	0
B2	1	MRS	4	0		0		x				0		x
B2	1	MRS	5	0		0		x				0		x
B2	1	MRS	6	0		0		x				0		x
B2	1	PCA	3	10		0	10	0	10000	10000	4	0	4	0
B2	1	PCA	4	1		0		x				0		x
B2	1	PCA	5	0		0		x				0		x
B2	1	PCA	6	0		0		x				0		x
B2	1	RCM	1	10		0	10	0	300	300	2.477121255	0	2.477121255	0
B2	1	VRBD	1	0		0	0	0	0	1	0	0	0	0
B2	1	VRBD	2	0		0		x				0		x
B2	1	VRBD	3	0		0		x				0		x
B2	1	YGC25	1	20		0	20	0	600	600	2.77815125	0	2.77815125	0
B2	1	YGC25	2	11		0	11	0	1100	1100	3.041392685	0	3.041392685	0
B2	1	YGC4	1	30		0	30	0	900	900	2.954242509	0	2.954242509	0
B2	1	YGC4	2	14		0	14	0	1400	1400	3.146128036	0	3.146128036	0
B2	2	BR	1	64		0	64	0	1920	1920	3.283301229	0	3.283301229	0
B2	2	BR	2	18		0	18	0	1800	1800	3.255272505	0	3.255272505	0
B2	2	MRS	2	300		x	300	x				0		x
B2	2	MRS	3	33		0	33	0	33000	33000	4.51851394	0	4.51851394	0
B2	2	PCA	2	300		x	300	x				0		x
B2	2	PCA	3	50		0	50	0	50000	50000	4.698970004	0	4.698970004	0
B2	2	RCM	1	300		x	300	x				1	3.477121255	0
B2	2	VRBD	1	78		0	78	0	2340	2340	3.369215857	0	3.369215857	0
B2	2	VRBD	2	21		0	21	0	2100	2100	3.322219295	0	3.322219295	0
B2	2	YGC25	1	84		0	84	0	2520	2520	3.401400541	0	3.401400541	0
B2	2	YGC25	2	27		0	27	0	2700	2700	3.431363764	0	3.431363764	0
B2	2	YGC4	1	61		0	61	0	1830	1830	3.26245109	0	3.26245109	0
B2	2	YGC4	2	23		0	23	0	2300	2300	3.361727836	0	3.361727836	0
B2	3	BR	1	173		0	173	0	5190	5190	3.715167358	0	3.715167358	0
B2	3	BR	2	36		0	36	0	3600	3600	3.556302501	0	3.556302501	0
B2	3	MRS	3	300		x	300	x				0		x
B2	3	MRS	4	225		0	225	0	2250000	2250000	6.352182518	0	6.352182518	0
B2	3	MRS	5	23		0	23	0	2300000	2300000	6.361727836	0	6.361727836	0
B2	3	PCA	3	300		x	300	x				0		x
B2	3	PCA	4	108		0	108	0	1080000	1080000	6.033423755	0	6.033423755	0
B2	3	PCA	5	4		0		x				0		x
B2	3	RCM	2	300		x	300	x				1	4.477121255	0
B2	3	VRBD	1	300		x	300	x				0		x
B2	3	VRBD	2	119		0	119	0	11900	11900	4.075546961	0	4.075546961	0
B2	3	VRBD	3	8		0		x				0		x
B2	3	YGC25	1	170		0	170	0	5100	5100	3.707570176	0	3.707570176	0
B2	3	YGC25	2	55		0	55	0	5500	5500	3.740362689	0	3.740362689	0
B2	3	YGC4	1	200	x	x	200	x				0		x
B2	3	YGC4	2	66		0	66	0	6600	6600	3.819543936	0	3.819543936	0
B2	4	BR	1	120		0	120	0	3600	3600	3.556302501	0	3.556302501	0
B2	4	BR	2	31		0	31	0	3100	3100	3.491361694	0	3.491361694	0
B2	4	MRS	4	300		x	300	x				0		x
B2	4	MRS	5	96		0	96	0	9600000	9600000	6.982271233	0	6.982271233	0
B2	4	MRS	6	8		0		x				0		x
B2	4	PCA	4	300		x	300	x				0		x
B2	4	PCA	5	78		0	78	0	7800000	7800000	6.892094603	0	6.892094603	0
B2	4	PCA	6	7		0		x				0		x
B2	4	RCM	3	300		x	300	x				1	5.477121255	0
B2	4	VRBD	1	300		x	300	x				0		x
B2	4	VRBD	2	175		0	175	0	17500	17500	4.243038049	0	4.243038049	0
B2	4	VRBD	3	16		0	16	0	16000	16000	4.204119983	0	4.204119983	0
B2	4	YGC25	1	132		0	132	0	3960	3960	3.597695186	0	3.597695186	0
B2	4	YGC25	2	61		0	61	0	6100	6100	3.785329835	0	3.785329835	0
B2	4	YGC4	1	300		x	300	x				0		x
B2	4	YGC4	2	283		0	283	0	28300	28300	4.451786436	0	4.451786436	0
B2	5	BR	2	142		0	142	0	14200	14200	4.152288344	0	4.152288344	0
B2	5	BR	3	17		0	17	0	17000	17000	4.230448921	0	4.230448921	0
B2	5	MRS	5	300		x	300	x				0		x
B2	5	MRS	6	28		0	28	0	28000000	28000000	7.447158031	0	7.447158031	0
B2	5	MRS	7	2		0		x				0		x
B2	5	PCA	5	210		0	210	0	21000000	21000000	7.322219295	0	7.322219295	0
B2	5	PCA	6	13		0	13	0	13000000	13000000	7.113943352	0	7.113943352	0
B2	5	PCA	7	3		0		x				0		x
B2	5	VRBD	2	300		x	300	x				0		x
B2	5	VRBD	3	35		0	35	0	35000	35000	4.544068044	0	4.544068044	0
B2	5	VRBD	4	27		0	27	0	270000	270000	5.431363764	0	5.431363764	0
B2	5	YGC25	2	178		0	178	0	17800	17800	4.250420002	0	4.250420002	0
B2	5	YGC25	3	12		0	12	0	12000	12000	4.079181246	0	4.079181246	0
B2	5	YGC4	2	244		0	244	0	24400	24400	4.387389826	0	4.387389826	0
B2	5	YGC4	3	51		0	51	0	51000	51000	4.707570176	0	4.707570176	0
B2	6	BR	3	13		0	13	0	13000	13000	4.113943352	0	4.113943352	0
B2	6	BR	4	2		0		x				0		x
B2	6	MRS	6	127		0	127	0	127000000	127000000	8.103803721	0	8.103803721	0
B2	6	MRS	7	8		0		x				0		x
B2	6	MRS	8		x	x		x				0		x
B2	6	PCA	6	58		0	58	0	58000000	58000000	7.763427994	0	7.763427994	0
B2	6	PCA	7		x	x		x				0		x
B2	6	PCA	8	0		0		x				0		x
B2	6	VRBD	3	29		0	29	0	29000	29000	4.462397998	0	4.462397998	0
B2	6	VRBD	4	7		0		x				0		x
B2	6	VRBD	5	0		0		x				0		x
B2	6	YGC25	3	21		0	21	0	21000	21000	4.322219295	0	4.322219295	0
B2	6	YGC25	4	3		0		x				0		x
B2	6	YGC4	3	300		x	300	x				0		x
B2	6	YGC4	4	91		0	91	0	910000	910000	5.959041392	0	5.959041392	0
B2	7	BR	3	29		0	29	0	29000	29000	4.462397998	0	4.462397998	0
B2	7	BR	4	2		0		x				0		x
B2	7	MRS	5	300		x	300	x				0		x
B2	7	MRS	6	130		0	130	0	130000000	130000000	8.113943352	0	8.113943352	0
B2	7	MRS	7	17		0	17	0	170000000	170000000	8.230448921	0	8.230448921	0
B2	7	PCA	5	300		x	300	x				0		x
B2	7	PCA	6	77		0	77	0	77000000	77000000	7.886490725	0	7.886490725	0
B2	7	PCA	7	19		0	19	0	190000000	190000000	8.278753601	0	8.278753601	0
B2	7	VRBD	3	26		0	26	0	26000	26000	4.414973348	0	4.414973348	0
B2	7	VRBD	4	1		0		x				0		x
B2	7	VRBD	5	0		0		x				0		x
B2	7	YGC25	3	39		0	39	0	39000	39000	4.591064607	0	4.591064607	0
B2	7	YGC25	4	4		0		x				0		x
B2	7	YGC4	3	63		0	63	0	63000	63000	4.799340549	0	4.799340549	0
B2	7	YGC4	4	12		0	12	0	120000	120000	5.079181246	0	5.079181246	0
B2	8	BR	3	57		0	57	0	57000	57000	4.755874856	0	4.755874856	0
B2	8	BR	4	6		0		x				0		x
B2	8	MRS	6	197		0	197	0	197000000	197000000	8.294466226	0	8.294466226	0
B2	8	MRS	7	19		0	19	0	190000000	190000000	8.278753601	0	8.278753601	0
B2	8	MRS	8	2		0		x				0		x
B2	8	PCA	6	113		0	113	0	113000000	113000000	8.053078443	0	8.053078443	0
B2	8	PCA	7	18		0	18	0	180000000	180000000	8.255272505	0	8.255272505	0
B2	8	PCA	8	2		0		x				0		x
B2	8	VRBD	2	53		0	53	0	5300	5300	3.72427587	0	3.72427587	0
B2	8	VRBD	3	2		0		x				0		x
B2	8	VRBD	4	1		0		x				0		x
B2	8	YGC25	3	88		0	88	0	88000	88000	4.944482672	0	4.944482672	0
B2	8	YGC25	4	6		0		x				0		x
B2	8	YGC4	3	83		0	83	0	83000	83000	4.919078092	0	4.919078092	0
B2	8	YGC4	4	3		0		x				0		x
B3	1	BR	1	2		0	2	0	60	60	1.77815125	0	1.77815125	0
B3	1	BR	2	0		0		x				0		x
B3	1	MRS	3	2		0	2	0	2000	2000	3.301029996	0	3.301029996	0
B3	1	MRS	4	0		0		x				0		x
B3	1	MRS	5	0		0		x				0		x
B3	1	MRS	6	0		0		x				0		x
B3	1	PCA	3	2		0	2	0	2000	2000	3.301029996	0	3.301029996	0
B3	1	PCA	4	0		0		x				0		x
B3	1	PCA	5	0		0		x				0		x
B3	1	PCA	6	0		0		x				0		x
B3	1	RCM	1	4		0	4	0	120	120	2.079181246	0	2.079181246	0
B3	1	VRBD	1	0		0	0	0	0	1	0	0	0	0
B3	1	VRBD	2	0		0		x				0		x
B3	1	VRBD	3	0		0		x				0		x
B3	1	YGC25	1	9		0	9	0	270	270	2.431363764	0	2.431363764	0
B3	1	YGC25	2	0		0		x				0		x
B3	1	YGC4	1	1		0	1	0	30	30	1.477121255	0	1.477121255	0
B3	1	YGC4	2	0		0		x				0		x
B3	2	BR	1	5		0	5	0	150	150	2.176091259	0	2.176091259	0
B3	2	BR	2	1		0		x				0		x
B3	2	MRS	2	101		0	101	0	10100	10100	4.004321374	0	4.004321374	0
B3	2	MRS	3	12		0	12	0	12000	12000	4.079181246	0	4.079181246	0
B3	2	PCA	2	129		0	129	0	12900	12900	4.11058971	0	4.11058971	0
B3	2	PCA	3	10		0	10	0	10000	10000	4	0	4	0
B3	2	RCM	1	154		0	154	0	4620	4620	3.664641976	0	3.664641976	0
B3	2	VRBD	1	20		0	20	0	600	600	2.77815125	0	2.77815125	0
B3	2	VRBD	2	0		0		x				0		x
B3	2	YGC25	1	6		0	6	0	180	180	2.255272505	0	2.255272505	0
B3	2	YGC25	2	6		0		x				0		x
B3	2	YGC4	1	9		0	9	0	270	270	2.431363764	0	2.431363764	0
B3	2	YGC4	2	4		0		x				0		x
B3	3	BR	1	NA	x	x	NA	x				0		x
B3	3	BR	2	10		0	10	0	1000	1000	3	0	3	0
B3	3	MRS	3	300		x	300	x				0		x
B3	3	MRS	4	154		0	154	0	1540000	1540000	6.187520721	0	6.187520721	0
B3	3	MRS	5	16		0	16	0	1600000	1600000	6.204119983	0	6.204119983	0
B3	3	PCA	3	300		x	300	x				0		x
B3	3	PCA	4	125		0	125	0	1250000	1250000	6.096910013	0	6.096910013	0
B3	3	PCA	5	15		0	15	0	1500000	1500000	6.176091259	0	6.176091259	0
B3	3	RCM	2	300		x	300	x				1	4.477121255	0
B3	3	VRBD	1	300		x	300	x				0		x
B3	3	VRBD	2	52		0	52	0	5200	5200	3.716003344	0	3.716003344	0
B3	3	VRBD	3	4		0		x				0		x
B3	3	YGC25	1	NA	x	x	NA	x				0		x
B3	3	YGC25	2	7		0		x				0		x
B3	3	YGC4	1	18		0	18	0	540	540	2.73239376	0	2.73239376	0
B3	3	YGC4	2	2		0		x				0		x
B3	4	BR	1	186		0	186	0	5580	5580	3.746634199	0	3.746634199	0
B3	4	BR	2	68		0	68	0	6800	6800	3.832508913	0	3.832508913	0
B3	4	MRS	4	300		x	300	x				0		x
B3	4	MRS	5	48		0	48	0	4800000	4800000	6.681241237	0	6.681241237	0
B3	4	MRS	6	5		0		x				0		x
B3	4	PCA	4	300		x	300	x				0		x
B3	4	PCA	5	41		0	41	0	4100000	4100000	6.612783857	0	6.612783857	0
B3	4	PCA	6	2		0		x				0		x
B3	4	RCM	3	300		x	300	x				1	5.477121255	0
B3	4	VRBD	1	300		x	300	x				0		x
B3	4	VRBD	2	171		0	171	0	17100	17100	4.23299611	0	4.23299611	0
B3	4	VRBD	3	15		0	15	0	15000	15000	4.176091259	0	4.176091259	0
B3	4	YGC25	1	166		0	166	0	4980	4980	3.697229343	0	3.697229343	0
B3	4	YGC25	2	71		0	71	0	7100	7100	3.851258349	0	3.851258349	0
B3	4	YGC4	1	219		0	219	0	6570	6570	3.81756537	0	3.81756537	0
B3	4	YGC4	2	56		0	56	0	5600	5600	3.748188027	0	3.748188027	0
B3	5	BR	2	42		0	42	0	4200	4200	3.62324929	0	3.62324929	0
B3	5	BR	3	8		0		x				0		x
B3	5	MRS	5	300		x	300	x				0		x
B3	5	MRS	6	33		0	33	0	33000000	33000000	7.51851394	0	7.51851394	0
B3	5	MRS	7	0		0		x				0		x
B3	5	PCA	5	175		0	175	0	17500000	17500000	7.243038049	0	7.243038049	0
B3	5	PCA	6	20		0	20	0	20000000	20000000	7.301029996	0	7.301029996	0
B3	5	PCA	7	2		0		x				0		x
B3	5	VRBD	2	300		x	300	x				0		x
B3	5	VRBD	3	300		x	300	x				0		x
B3	5	VRBD	4	219		0	219	0	2190000	2190000	6.340444115	0	6.340444115	0
B3	5	YGC25	2	76		0	76	0	7600	7600	3.880813592	0	3.880813592	0
B3	5	YGC25	3	7		0		x				0		x
B3	5	YGC4	2	126		0	126	0	12600	12600	4.100370545	0	4.100370545	0
B3	5	YGC4	3	9		0		x				0		x
B3	6	BR	3	6		0	6	0	6000	6000	3.77815125	0	3.77815125	0
B3	6	BR	4	0		0		x				0		x
B3	6	MRS	6	100		0	100	0	100000000	100000000	8	0	8	0
B3	6	MRS	7	11		0	11	0	110000000	110000000	8.041392685	0	8.041392685	0
